season,href,name,dob,height,weight,age_year_end_days,age_year_end_years
2004,pp-adelaide-crows--mark-ricciuto,Mark Ricciuto,1975-06-08,184,92,10789,29.559
2004,pp-western-bulldogs--scott-west,Scott West,1974-11-14,178,83,10995,30.123
2004,pp-collingwood-magpies--james-clement,James Clement,1976-09-04,190,94,10335,28.315
2004,pp-west-coast-eagles--chad-fletcher,Chad Fletcher,1979-08-30,179,83,9245,25.329
2004,pp-sydney-swans--brett-kirk,Brett Kirk,1976-10-25,184,80,10284,28.175
2004,pp-carlton-blues--matthew-lappin,Matthew Lappin,1976-02-17,184,78,10535,28.863
2005,pp-west-coast-eagles--david-wirrpunda,David Wirrpanda,1979-08-03,173,80,9637,26.403
2005,pp-adelaide-crows--ben-rutten,Ben Rutten,1983-05-28,190,98,8243,22.584
2005,pp-collingwood-magpies--james-clement,James Clement,1976-09-04,190,94,10700,29.315
2005,pp-richmond-tigers--joel-bowden,Joel Bowden,1978-06-21,188,91,10045,27.521
2005,pp-hawthorn-hawks--trent-croad,Trent Croad,1980-03-09,190,92,9418,25.803
2005,pp-hawthorn-hawks--luke-hodge,Luke Hodge,1984-06-15,185,90,7859,21.532
2005,pp-st-kilda-saints--nick-dal-santo,Nick Dal Santo,1984-02-22,185,85,7973,21.844
2005,pp-western-bulldogs--scott-west,Scott West,1974-11-14,178,83,11360,31.123
2005,pp-st-kilda-saints--lenny-hayes,Lenny Hayes,1980-01-14,186,85,9473,25.953
2005,pp-adelaide-crows--mark-ricciuto,Mark Ricciuto,1975-06-08,184,92,11154,30.559
2005,pp-fremantle-dockers--matthew-pavlich,Matthew Pavlich,1981-12-31,192,99,8756,23.989
2005,pp-kangaroos--shannon-grant,Shannon Grant,1977-04-19,180,85,10473,28.693
2005,pp-western-bulldogs--brad-johnson,Brad Johnson,1976-07-18,182,87,10748,29.447
2005,pp-sydney-swans--barry-hall,Barry Hall,1977-02-08,194,104,10543,28.885
2005,pp-hawthorn-hawks--peter-everitt,Peter Everitt,1974-05-03,201,102,11555,31.658
2005,pp-west-coast-eagles--dean-cox,Dean Cox,1981-08-01,203,107,8908,24.405
2005,pp-st-kilda-saints--luke-ball,Luke Ball,1984-05-25,183,83,7880,21.589
2005,pp-west-coast-eagles--ben-cousins,Ben Cousins,1978-06-30,179,78,10036,27.496
2005,pp-sydney-swans--leo-barry,Leo Barry,1977-05-19,184,89,10443,28.611
2005,pp-port-adelaide-power--kane-cornes,Kane Cornes,1983-01-05,183,78,8386,22.975
2005,pp-adelaide-crows--simon-goodwin,Simon Goodwin,1976-12-26,185,86,10587,29.005
2005,pp-kangaroos--brent-harvey,Brent Harvey,1978-05-14,167,75,10083,27.625
2006,pp-adelaide-crows--nathan-bassett,Nathan Bassett,1976-12-07,190,88,10971,30.058
2006,pp-west-coast-eagles--darren-glass,Darren Glass,1981-05-14,192,92,9352,25.622
2006,pp-western-bulldogs--lindsay-gilbee,Lindsay Gilbee,1981-07-08,180,82,9297,25.471
2006,pp-sydney-swans--craig-bolton,Craig Bolton,1980-05-31,189,83,9700,26.575
2006,pp-richmond-tigers--joel-bowden,Joel Bowden,1978-06-21,188,91,10410,28.521
2006,pp-adelaide-crows--andrew-mcleod,Andrew McLeod,1976-08-04,181,82,11096,30.4
2006,pp-adelaide-crows--simon-goodwin,Simon Goodwin,1976-12-26,185,86,10952,30.005
2006,pp-western-bulldogs--scott-west,Scott West,1974-11-14,178,83,11725,32.123
2006,pp-sydney-swans--adam-goodes,Adam Goodes,1980-01-08,191,100,9844,26.97
2006,pp-collingwood-magpies--alan-didak,Alan Didak,1983-02-15,184,85,8710,23.863
2006,pp-sydney-swans--barry-hall,Barry Hall,1977-02-08,194,104,10908,29.885
2006,pp-sydney-swans--ryan-o-keefe,Ryan O'Keefe,1981-01-24,187,88,9462,25.923
2006,pp-western-bulldogs--brad-johnson,Brad Johnson,1976-07-18,182,87,11113,30.447
2006,pp-carlton-blues--brendan-fevola,Brendan Fevola,1981-01-20,191,100,9466,25.934
2006,pp-st-kilda-saints--nick-riewoldt,Nick Riewoldt,1982-10-17,193,92,8831,24.195
2006,pp-port-adelaide-power--brendon-lade,Brendon Lade,1976-07-10,199,102,11121,30.468
2006,pp-west-coast-eagles--chris-judd,Chris Judd,1983-09-08,189,88,8505,23.301
2006,pp-west-coast-eagles--ben-cousins,Ben Cousins,1978-06-30,179,78,10401,28.496
2006,pp-port-adelaide-power--shaun-burgoyne,Shaun Burgoyne,1982-10-21,186,89,8827,24.184
2006,pp-west-coast-eagles--dean-cox,Dean Cox,1981-08-01,203,107,9273,25.405
2006,pp-melbourne-demons--james-mcdonald,James McDonald,1976-10-05,181,75,11034,30.23
2006,pp-fremantle-dockers--matthew-pavlich,Matthew Pavlich,1981-12-31,192,99,9121,24.989
2007,pp-geelong-cats--matthew-scarlett,Matthew Scarlett,1979-06-05,192,94,10426,28.564
2007,pp-west-coast-eagles--darren-glass,Darren Glass,1981-05-14,192,92,9717,26.622
2007,pp-geelong-cats--darren-milburn,Darren Milburn,1977-04-15,189,92,11207,30.704
2007,pp-adelaide-crows--andrew-mcleod,Andrew McLeod,1976-08-04,181,82,11461,31.4
2007,pp-geelong-cats--matthew-egan,Matthew Egan,1983-07-10,196,101,8930,24.466
2007,pp-hawthorn-hawks--campbell-brown,Campbell Brown,1983-08-28,179,85,8881,24.332
2007,pp-port-adelaide-power--kane-cornes,Kane Cornes,1983-01-05,183,78,9116,24.975
2007,pp-geelong-cats--james-bartel,Jimmy Bartel,1983-12-04,187,87,8783,24.063
2007,pp-port-adelaide-power--chad-cornes,Chad Cornes,1979-11-12,191,93,10266,28.126
2007,pp-geelong-cats--steve-johnson,Steve Johnson,1983-07-04,189,95,8936,24.482
2007,pp-brisbane-lions--jonathan-brown,Jonathan Brown,1981-10-29,194,102,9549,26.162
2007,pp-kangaroos--brent-harvey,Brent Harvey,1978-05-14,167,75,10813,29.625
2007,pp-western-bulldogs--brad-johnson,Brad Johnson,1976-07-18,182,87,11478,31.447
2007,pp-fremantle-dockers--matthew-pavlich,Matthew Pavlich,1981-12-31,192,99,9486,25.989
2007,pp-geelong-cats--cameron-mooney,Cameron Mooney,1979-09-26,195,99,10313,28.255
2007,pp-west-coast-eagles--dean-cox,Dean Cox,1981-08-01,203,107,9638,26.405
2007,pp-west-coast-eagles--daniel-kerr,Daniel Kerr,1983-05-16,178,80,8985,24.616
2007,pp-geelong-cats--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,8621,23.619
2007,pp-geelong-cats--joel-corey,Joel Corey,1982-02-17,191,88,9438,25.858
2007,pp-essendon-bombers--dustin-fletcher,Dustin Fletcher,1975-05-07,198,92,11916,32.647
2007,pp-port-adelaide-power--brendon-lade,Brendon Lade,1976-07-10,199,102,11486,31.468
2007,pp-geelong-cats--cameron-ling,Cameron Ling,1981-02-27,189,92,9793,26.83
2008,pp-western-bulldogs--dale-morris,Dale Morris,1982-12-29,190,91,9489,25.997
2008,pp-geelong-cats--matthew-scarlett,Matthew Scarlett,1979-06-05,192,94,10792,29.567
2008,pp-geelong-cats--tom-harley,Tom Harley,1978-07-18,192,95,11114,30.449
2008,pp-hawthorn-hawks--luke-hodge,Luke Hodge,1984-06-15,185,90,8955,24.534
2008,pp-adelaide-crows--nathan-bock,Nathan Bock,1983-03-20,193,93,9408,25.775
2008,pp-st-kilda-saints--sam-fisher,Sam Fisher,1982-07-10,191,94,9661,26.468
2008,pp-geelong-cats--james-bartel,Jimmy Bartel,1983-12-04,187,87,9149,25.066
2008,pp-geelong-cats--joel-corey,Joel Corey,1982-02-17,191,88,9804,26.86
2008,pp-western-bulldogs--adam-cooney,Adam Cooney,1985-09-30,187,83,8483,23.241
2008,pp-geelong-cats--steve-johnson,Steve Johnson,1983-07-04,189,95,9302,25.485
2008,pp-st-kilda-saints--nick-riewoldt,Nick Riewoldt,1982-10-17,193,92,9562,26.197
2008,pp-kangaroos--brent-harvey,Brent Harvey,1978-05-14,167,75,11179,30.627
2008,pp-carlton-blues--brendan-fevola,Brendan Fevola,1981-01-20,191,100,10197,27.937
2008,pp-hawthorn-hawks--lance-franklin,Lance Franklin,1987-01-30,199,106,7996,21.907
2008,pp-collingwood-magpies--paul-medhurst,Paul Medhurst,1981-12-11,179,84,9872,27.047
2008,pp-west-coast-eagles--dean-cox,Dean Cox,1981-08-01,203,107,10004,27.408
2008,pp-carlton-blues--chris-judd,Chris Judd,1983-09-08,189,88,9236,25.304
2008,pp-geelong-cats--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,8987,24.622
2008,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,9960,27.288
2008,pp-fremantle-dockers--matthew-pavlich,Matthew Pavlich,1981-12-31,192,99,9852,26.992
2008,pp-richmond-tigers--matthew-richardson,Matthew Richardson,1975-03-19,195,104,12331,33.784
2008,pp-fremantle-dockers--aaron-sandilands,Aaron Sandilands,1982-12-06,211,118,9512,26.06
2009,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,10325,28.288
2009,pp-geelong-cats--matthew-scarlett,Matthew Scarlett,1979-06-05,192,94,11157,30.567
2009,pp-western-bulldogs--brian-harris,Brian Lake,1982-02-27,195,98,10159,27.833
2009,pp-adelaide-crows--simon-goodwin,Simon Goodwin,1976-12-26,185,86,12048,33.008
2009,pp-sydney-swans--craig-bolton,Craig Bolton,1980-05-31,189,83,10796,29.578
2009,pp-collingwood-magpies--nick-maxwell,Nick Maxwell,1983-06-03,193,93,9698,26.57
2009,pp-st-kilda-saints--leigh-montagna,Leigh Montagna,1983-11-02,178,76,9546,26.153
2009,pp-st-kilda-saints--lenny-hayes,Lenny Hayes,1980-01-14,186,85,10934,29.956
2009,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,7879,21.586
2009,pp-geelong-cats--paul-chapman,Paul Chapman,1981-11-05,179,87,10273,28.145
2009,pp-st-kilda-saints--nick-riewoldt,Nick Riewoldt,1982-10-17,193,92,9927,27.197
2009,pp-collingwood-magpies--dane-swan,Dane Swan,1984-02-25,185,93,9431,25.838
2009,pp-collingwood-magpies--leon-davis,Leon Davis,1981-06-17,177,80,10414,28.532
2009,pp-carlton-blues--brendan-fevola,Brendan Fevola,1981-01-20,191,100,10562,28.937
2009,pp-brisbane-lions--jonathan-brown,Jonathan Brown,1981-10-29,194,102,10280,28.164
2009,pp-fremantle-dockers--aaron-sandilands,Aaron Sandilands,1982-12-06,211,118,9877,27.06
2009,pp-carlton-blues--chris-judd,Chris Judd,1983-09-08,189,88,9601,26.304
2009,pp-geelong-cats--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,9352,25.622
2009,pp-western-bulldogs--matthew-boyd,Matthew Boyd,1982-08-27,184,88,9978,27.337
2009,pp-st-kilda-saints--nick-dal-santo,Nick Dal Santo,1984-02-22,185,85,9434,25.847
2009,pp-st-kilda-saints--brendon-goddard,Brendon Goddard,1985-05-20,193,94,8981,24.605
2009,pp-sydney-swans--adam-goodes,Adam Goodes,1980-01-08,191,100,10940,29.973
2010,pp-melbourne-demons--james-frawley,James Frawley,1988-09-20,193,96,8127,22.266
2010,pp-western-bulldogs--brian-harris,Brian Lake,1982-02-27,195,98,10524,28.833
2010,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,10690,29.288
2010,pp-st-kilda-saints--brendon-goddard,Brendon Goddard,1985-05-20,193,94,9346,25.605
2010,pp-geelong-cats--harry-taylor,Harry Taylor,1986-06-12,195,94,8958,24.542
2010,pp-collingwood-magpies--heritier-o-brien,Heritier Lumumba,1986-11-15,188,88,8802,24.115
2010,pp-st-kilda-saints--leigh-montagna,Leigh Montagna,1983-11-02,178,76,9911,27.153
2010,pp-hawthorn-hawks--luke-hodge,Luke Hodge,1984-06-15,185,90,9685,26.534
2010,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,8244,22.586
2010,pp-collingwood-magpies--alan-didak,Alan Didak,1983-02-15,184,85,10171,27.866
2010,pp-hawthorn-hawks--lance-franklin,Lance Franklin,1987-01-30,199,106,8726,23.907
2010,pp-geelong-cats--paul-chapman,Paul Chapman,1981-11-05,179,87,10638,29.145
2010,pp-western-bulldogs--barry-hall,Barry Hall,1977-02-08,194,104,12369,33.888
2010,pp-richmond-tigers--jack-riewoldt,Jack Riewoldt,1988-10-31,193,92,8086,22.153
2010,pp-west-coast-eagles--mark-lecras,Mark Lecras,1986-08-30,184,82,8879,24.326
2010,pp-fremantle-dockers--aaron-sandilands,Aaron Sandilands,1982-12-06,211,118,10242,28.06
2010,pp-collingwood-magpies--dane-swan,Dane Swan,1984-02-25,185,93,9796,26.838
2010,pp-geelong-cats--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,9717,26.622
2010,pp-melbourne-demons--mark-jamar,Mark Jamar,1983-08-09,198,101,9996,27.386
2010,pp-geelong-cats--steve-johnson,Steve Johnson,1983-07-04,189,95,10032,27.485
2010,pp-carlton-blues--chris-judd,Chris Judd,1983-09-08,189,88,9966,27.304
2010,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,8384,22.97
2011,pp-geelong-cats--matthew-scarlett,Matthew Scarlett,1979-06-05,192,94,11887,32.567
2011,pp-west-coast-eagles--darren-glass,Darren Glass,1981-05-14,192,92,11178,30.625
2011,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,11055,30.288
2011,pp-western-bulldogs--robert-murphy,Robert Murphy,1982-06-09,187,81,10787,29.553
2011,pp-collingwood-magpies--ben-reid,Ben Reid,1989-04-29,196,98,8271,22.66
2011,pp-collingwood-magpies--leon-davis,Leon Davis,1981-06-17,177,80,11144,30.532
2011,pp-collingwood-magpies--dale-thomas,Dale Thomas,1987-06-21,185,84,8949,24.518
2011,pp-hawthorn-hawks--sam-mitchell,Sam Mitchell,1982-10-12,180,84,10662,29.211
2011,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,8749,23.97
2011,pp-carlton-blues--marc-murphy,Marc Murphy,1987-07-19,180,80,8921,24.441
2011,pp-collingwood-magpies--travis-cloke,Travis Cloke,1987-03-05,196,105,9057,24.814
2011,pp-collingwood-magpies--dane-swan,Dane Swan,1984-02-25,185,93,10161,27.838
2011,pp-st-kilda-saints--stephen-milne,Stephen Milne,1980-03-08,176,83,11610,31.808
2011,pp-hawthorn-hawks--lance-franklin,Lance Franklin,1987-01-30,199,106,9091,24.907
2011,pp-sydney-swans--adam-goodes,Adam Goodes,1980-01-08,191,100,11670,31.973
2011,pp-west-coast-eagles--dean-cox,Dean Cox,1981-08-01,203,107,11099,30.408
2011,pp-carlton-blues--chris-judd,Chris Judd,1983-09-08,189,88,10331,28.304
2011,pp-gold-coast-suns--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,10082,27.622
2011,pp-western-bulldogs--matthew-boyd,Matthew Boyd,1982-08-27,184,88,10708,29.337
2011,pp-st-kilda-saints--nick-dal-santo,Nick Dal Santo,1984-02-22,185,85,10164,27.847
2011,pp-geelong-cats--james-kelly,James Kelly,1983-12-29,183,85,10219,27.997
2011,pp-kangaroos--drew-petrie,Drew Petrie,1982-10-15,197,101,10659,29.203
2012,pp-st-kilda-saints--sean-dempster,Sean Dempster,1984-01-20,191,87,10563,28.94
2012,pp-fremantle-dockers--luke-mcpharlin,Luke McPharlin,1981-12-01,192,91,11343,31.077
2012,pp-west-coast-eagles--darren-glass,Darren Glass,1981-05-14,192,92,11544,31.627
2012,pp-west-coast-eagles--beau-waters,Beau Waters,1986-03-30,188,88,9763,26.748
2012,pp-sydney-swans--ted-richards,Ted Richards,1983-01-11,193,92,10937,29.964
2012,pp-hawthorn-hawks--grant-birchall,Grant Birchall,1988-01-28,193,89,9094,24.915
2012,pp-richmond-tigers--trent-cotchin,Trent Cotchin,1990-04-07,185,86,8294,22.723
2012,pp-essendon-bombers--jobe-watson,Jobe Watson,1985-02-08,191,93,10178,27.885
2012,pp-collingwood-magpies--dayne-beams,Dayne Beams,1990-02-12,187,88,8348,22.871
2012,pp-adelaide-crows--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,8296,22.729
2012,pp-hawthorn-hawks--lance-franklin,Lance Franklin,1987-01-30,199,106,9457,25.91
2012,pp-hawthorn-hawks--cyril-rioli,Cyril Rioli,1989-07-14,177,80,8561,23.455
2012,pp-st-kilda-saints--stephen-milne,Stephen Milne,1980-03-08,176,83,11976,32.811
2012,pp-geelong-cats--tom-hawkins,Tom Hawkins,1988-07-21,198,104,8919,24.436
2012,pp-west-coast-eagles--dean-cox,Dean Cox,1981-08-01,203,107,11465,31.411
2012,pp-west-coast-eagles--nicholas-naitanui,Nicholas Naitanui,1990-05-04,202,112,8267,22.649
2012,pp-adelaide-crows--scott-thompson,Scott Thompson,1983-03-14,185,86,10875,29.795
2012,pp-gold-coast-suns--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,10448,28.625
2012,pp-richmond-tigers--brett-deledio,Brett Deledio,1987-04-18,188,88,9379,25.696
2012,pp-sydney-swans--josh-p--kennedy,Josh P. Kennedy,1988-06-20,188,96,8950,24.521
2012,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,9115,24.973
2012,pp-collingwood-magpies--dane-swan,Dane Swan,1984-02-25,185,93,10527,28.841
2013,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,11786,32.29
2013,pp-kangaroos--scott-thompson-1,Scott Thompson,1986-05-09,193,96,10088,27.638
2013,pp-fremantle-dockers--michael-johnson,Michael Johnson,1984-10-20,195,92,10654,29.189
2013,pp-sydney-swans--jarrad-mcveigh,Jarrad McVeigh,1985-04-07,184,84,10485,28.726
2013,pp-geelong-cats--harry-taylor,Harry Taylor,1986-06-12,195,94,10054,27.545
2013,pp-hawthorn-hawks--sam-mitchell,Sam Mitchell,1982-10-12,180,84,11393,31.214
2013,pp-western-bulldogs--ryan-griffen,Ryan Griffen,1986-07-27,192,88,10009,27.422
2013,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,9340,25.589
2013,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,9480,25.973
2013,pp-adelaide-crows--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,8661,23.729
2013,pp-collingwood-magpies--travis-cloke,Travis Cloke,1987-03-05,196,105,9788,26.816
2013,pp-sydney-swans--kieran-jack,Kieren Jack,1987-06-28,178,81,9673,26.501
2013,pp-hawthorn-hawks--jarryd-roughead,Jarryd Roughead,1987-01-23,193,98,9829,26.929
2013,pp-greater-western-sydney-giants--jeremy-cameron,Jeremy Cameron,1993-04-01,196,94,7569,20.737
2013,pp-port-adelaide-power--chad-wingard,Chad Wingard,1993-07-29,183,82,7450,20.411
2013,pp-western-bulldogs--will-minson,Will Minson,1985-04-11,199,106,10481,28.715
2013,pp-collingwood-magpies--dane-swan,Dane Swan,1984-02-25,185,93,10892,29.841
2013,pp-gold-coast-suns--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,10813,29.625
2013,pp-port-adelaide-power--travis-boak,Travis Boak,1988-08-01,183,85,9273,25.405
2013,pp-sydney-swans--daniel-hannebery,Daniel Hannebery,1991-02-24,181,81,8336,22.838
2013,pp-essendon-bombers--jobe-watson,Jobe Watson,1985-02-08,191,93,10543,28.885
2013,pp-geelong-cats--andrew-mackie,Andrew Mackie,1984-08-07,193,82,10728,29.392
2014,pp-essendon-bombers--cale-hooker,Cale Hooker,1988-10-13,198,103,9565,26.205
2014,pp-adelaide-crows--daniel-talia,Daniel Talia,1991-10-02,197,98,8481,23.236
2014,pp-sydney-swans--nick-smith-1,Nick Smith,1988-06-12,183,83,9688,26.542
2014,pp-sydney-swans--nick-malceski,Nick Malceski,1984-08-15,189,86,11085,30.37
2014,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,9204,25.216
2014,pp-adelaide-crows--brodie-smith,Brodie Smith,1992-01-14,189,88,8377,22.951
2014,pp-fremantle-dockers--nathan-fyfe,Nathan Fyfe,1991-09-18,191,94,8495,23.274
2014,pp-sydney-swans--josh-p--kennedy,Josh P. Kennedy,1988-06-20,188,96,9680,26.521
2014,pp-essendon-bombers--dyson-heppell,Dyson Heppell,1992-05-14,189,87,8256,22.619
2014,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,9762,26.745
2014,pp-st-kilda-saints--nick-riewoldt,Nick Riewoldt,1982-10-17,193,92,11753,32.2
2014,pp-hawthorn-hawks--luke-breust,Luke Breust,1990-11-11,184,83,8806,24.126
2014,pp-fremantle-dockers--hayden-ballantyne,Hayden Ballantyne,1987-07-16,173,79,10020,27.452
2014,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,10187,27.91
2014,pp-hawthorn-hawks--jarryd-roughead,Jarryd Roughead,1987-01-23,193,98,10194,27.929
2014,pp-fremantle-dockers--aaron-sandilands,Aaron Sandilands,1982-12-06,211,118,11703,32.063
2014,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,9705,26.589
2014,pp-gold-coast-suns--gary-jnr-ablett,Gary Ablett,1984-05-14,182,87,11178,30.625
2014,pp-hawthorn-hawks--jordan-lewis,Jordan Lewis,1986-04-24,186,86,10468,28.679
2014,pp-collingwood-magpies--scott-pendlebury,Scott Pendlebury,1988-01-07,191,86,9845,26.973
2014,pp-port-adelaide-power--travis-boak,Travis Boak,1988-08-01,183,85,9638,26.405
2014,pp-brisbane-lions--tom-rockliff,Tom Rockliff,1990-02-22,185,85,9068,24.844
2015,pp-hawthorn-hawks--joshua-gibson,Josh Gibson,1984-03-13,189,93,11605,31.795
2015,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,9569,26.216
2015,pp-greater-western-sydney-giants--heath-shaw,Heath Shaw,1985-11-27,183,86,10981,30.085
2015,pp-western-bulldogs--easton-wood,Easton Wood,1989-09-04,187,86,9604,26.312
2015,pp-essendon-bombers--michael-hurley,Michael Hurley,1990-06-01,193,94,9334,25.573
2015,pp-western-bulldogs--robert-murphy,Robert Murphy,1982-06-09,187,81,12248,33.556
2015,pp-sydney-swans--daniel-hannebery,Daniel Hannebery,1991-02-24,181,81,9066,24.838
2015,pp-west-coast-eagles--matthew-priddis,Matthew Priddis,1985-03-21,184,90,11232,30.773
2015,pp-west-coast-eagles--andrew-gaff,Andrew Gaff,1992-06-16,183,85,8588,23.529
2015,pp-port-adelaide-power--chad-wingard,Chad Wingard,1993-07-29,183,82,8180,22.411
2015,pp-richmond-tigers--jack-riewoldt,Jack Riewoldt,1988-10-31,193,92,9912,27.156
2015,pp-hawthorn-hawks--cyril-rioli,Cyril Rioli,1989-07-14,177,80,9656,26.455
2015,pp-adelaide-crows--edward-betts,Eddie Betts,1986-11-26,174,74,10617,29.088
2015,pp-west-coast-eagles--joshua-kennedy,Joshua Kennedy,1987-08-25,196,102,10345,28.342
2015,pp-western-bulldogs--jake-stringer,Jake Stringer,1994-04-25,192,90,7910,21.671
2015,pp-kangaroos--todd-goldstein,Todd Goldstein,1988-07-01,201,103,10034,27.49
2015,pp-fremantle-dockers--nathan-fyfe,Nathan Fyfe,1991-09-18,191,94,8860,24.274
2015,pp-adelaide-crows--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,9391,25.729
2015,pp-richmond-tigers--brett-deledio,Brett Deledio,1987-04-18,188,88,10474,28.696
2015,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,10127,27.745
2015,pp-hawthorn-hawks--sam-mitchell,Sam Mitchell,1982-10-12,180,84,12123,33.214
2015,pp-fremantle-dockers--david-mundy,David Mundy,1985-07-20,192,92,11111,30.441
2016,pp-sydney-swans--dane-rampe,Dane Rampe,1990-06-02,188,91,9699,26.573
2016,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,9935,27.219
2016,pp-west-coast-eagles--jeremy-mcgovern,Jeremy McGovern,1992-04-15,197,99,9016,24.701
2016,pp-greater-western-sydney-giants--heath-shaw,Heath Shaw,1985-11-27,183,86,11347,31.088
2016,pp-adelaide-crows--daniel-talia,Daniel Talia,1991-10-02,197,98,9212,25.238
2016,pp-geelong-cats--corey-enright,Corey Enright,1981-09-14,187,90,12882,35.293
2016,pp-sydney-swans--daniel-hannebery,Daniel Hannebery,1991-02-24,181,81,9432,25.841
2016,pp-sydney-swans--josh-p--kennedy,Josh P. Kennedy,1988-06-20,188,96,10411,28.523
2016,pp-adelaide-crows--rory-sloane,Rory Sloane,1990-03-17,183,82,9776,26.784
2016,pp-greater-western-sydney-giants--toby-greene,Toby Greene,1993-09-25,182,84,8488,23.255
2016,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,10918,29.912
2016,pp-hawthorn-hawks--cyril-rioli,Cyril Rioli,1989-07-14,177,80,10022,27.458
2016,pp-adelaide-crows--edward-betts,Eddie Betts,1986-11-26,174,74,10983,30.09
2016,pp-west-coast-eagles--joshua-kennedy,Joshua Kennedy,1987-08-25,196,102,10711,29.345
2016,pp-gold-coast-suns--thomas-lynch,Tom Lynch,1992-10-31,199,99,8817,24.156
2016,pp-melbourne-demons--max-gawn,Max Gawn,1991-12-30,209,111,9123,24.995
2016,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,9757,26.732
2016,pp-geelong-cats--joel-selwood,Joel Selwood,1988-05-26,183,84,10436,28.592
2016,pp-western-bulldogs--marcus-bontempelli,Marcus Bontempelli,1995-11-24,193,93,7698,21.09
2016,pp-sydney-swans--luke-parker,Luke Parker,1992-10-25,183,88,8823,24.173
2016,pp-richmond-tigers--dustin-martin,Dustin Martin,1991-06-26,187,92,9310,25.507
2016,pp-western-bulldogs--matthew-boyd,Matthew Boyd,1982-08-27,184,88,12535,34.342
2017,pp-melbourne-demons--michael-hibberd,Michael Hibberd,1990-01-03,186,94,10214,27.984
2017,pp-richmond-tigers--alex-rance,Alex Rance,1989-10-09,194,95,10300,28.219
2017,pp-west-coast-eagles--jeremy-mcgovern,Jeremy McGovern,1992-04-15,197,99,9381,25.701
2017,pp-adelaide-crows--rory-laird,Rory Laird,1993-12-29,178,78,8758,23.995
2017,pp-essendon-bombers--michael-hurley,Michael Hurley,1990-06-01,193,94,10065,27.575
2017,pp-carlton-blues--sam-docherty,Sam Docherty,1993-10-17,185,86,8831,24.195
2017,pp-greater-western-sydney-giants--joshua-kelly,Joshua Kelly,1995-02-12,182,83,8348,22.871
2017,pp-richmond-tigers--dustin-martin,Dustin Martin,1991-06-26,187,92,9675,26.507
2017,pp-essendon-bombers--zachary-merrett,Zachary Merrett,1995-10-03,179,85,8115,22.233
2017,pp-port-adelaide-power--robert-gray,Robbie Gray,1988-03-30,183,84,10858,29.748
2017,pp-sydney-swans--lance-franklin,Lance Franklin,1987-01-30,199,106,11283,30.912
2017,pp-brisbane-lions--dayne-zorko,Dayne Zorko,1989-02-09,175,82,10542,28.882
2017,pp-essendon-bombers--joe-daniher,Joe Daniher,1994-03-04,201,97,8693,23.816
2017,pp-west-coast-eagles--joshua-kennedy,Joshua Kennedy,1987-08-25,196,102,11076,30.345
2017,pp-adelaide-crows--edward-betts,Eddie Betts,1986-11-26,174,74,11348,31.09
2017,pp-port-adelaide-power--patrick-ryder,Patrick Ryder,1988-03-14,197,95,10874,29.792
2017,pp-geelong-cats--patrick-dangerfield,Patrick Dangerfield,1990-04-05,189,97,10122,27.732
2017,pp-hawthorn-hawks--tom-mitchell,Tom Mitchell,1993-05-31,182,83,8970,24.575
2017,pp-adelaide-crows--matt-crouch,Matt Crouch,1995-04-21,182,80,8280,22.685
2017,pp-west-coast-eagles--elliot-yeo,Elliot Yeo,1993-10-01,190,91,8847,24.238
